,index,aqi,aqiInfo,aqiLevel,bWendu,fengli,fengxiang,tianqi,yWendu,ymd,month
0,0,450.0,严重污染,6.0,5℃,1-2级,南风,霾~晴,-3℃,2017-01-01,201701
1,1,246.0,重度污染,5.0,7℃,1-2级,南风,晴~霾,-6℃,2017-01-02,201701
2,2,320.0,严重污染,6.0,5℃,1-2级,南风,霾,-5℃,2017-01-03,201701
3,3,360.0,严重污染,6.0,6℃,1-2级,北风,霾,-5℃,2017-01-04,201701
4,4,280.0,重度污染,5.0,2℃,1-2级,北风,霾,-4℃,2017-01-05,201701
5,5,234.0,重度污染,5.0,4℃,1-2级,南风,霾,-2℃,2017-01-06,201701
6,6,206.0,重度污染,5.0,2℃,微风,无持续风向,小雪,-3℃,2017-01-07,201701
7,7,59.0,良,2.0,5℃,1-2级,北风,阴~晴,-4℃,2017-01-08,201701
8,8,42.0,优,1.0,3℃,1-2级,南风,晴,-5℃,2017-01-09,201701
9,9,46.0,优,1.0,4℃,3-4级,北风,晴,-6℃,2017-01-10,201701
10,10,82.0,良,2.0,5℃,1-2级,南风,晴,-5℃,2017-01-11,201701
11,11,61.0,良,2.0,5℃,1-2级,南风,晴,-4℃,2017-01-12,201701
12,12,26.0,优,1.0,3℃,3-4级,北风,晴,-6℃,2017-01-13,201701
13,13,35.0,优,1.0,3℃,1-2级,东南风,晴,-7℃,2017-01-14,201701
14,14,71.0,良,2.0,1℃,1-2级,南风,霾,-6℃,2017-01-15,201701
15,15,123.0,轻度污染,3.0,1℃,1-2级,南风,霾,-5℃,2017-01-16,201701
16,16,175.0,中度污染,4.0,4℃,1-2级,北风,霾~晴,-5℃,2017-01-17,201701
17,17,59.0,良,2.0,2℃,1-2级,南风,多云~小雪,-4℃,2017-01-18,201701
18,18,86.0,良,2.0,1℃,5-6级,北风,晴,-8℃,2017-01-19,201701
19,19,35.0,优,1.0,1℃,1-2级,西南风,晴~多云,-8℃,2017-01-20,201701
20,20,55.0,良,2.0,0℃,4-5级,东北风,晴,-8℃,2017-01-21,201701
21,21,37.0,优,1.0,0℃,1-2级,南风,晴,-10℃,2017-01-22,201701
22,22,46.0,优,1.0,1℃,1-2级,西南风,多云~晴,-8℃,2017-01-23,201701
23,23,112.0,轻度污染,3.0,4℃,1-2级,南风,多云,-7℃,2017-01-24,201701
24,24,215.0,重度污染,5.0,5℃,1-2级,西南风,晴~阴,-4℃,2017-01-25,201701
25,25,216.0,重度污染,5.0,8℃,4-5级,北风,多云~晴,-6℃,2017-01-26,201701
26,26,69.0,良,2.0,5℃,3-4级,西南风,晴~多云,-5℃,2017-01-27,201701
27,27,354.0,严重污染,6.0,4℃,1-2级,南风,多云,-4℃,2017-01-28,201701
28,28,89.0,良,2.0,1℃,4-5级,北风,多云~晴,-8℃,2017-01-29,201701
29,29,38.0,优,1.0,1℃,1-2级,南风,多云,-5℃,2017-01-30,201701
30,30,107.0,轻度污染,3.0,5℃,1-2级,南风,晴,-4℃,2017-01-31,201701
31,0,45.0,优,1.0,4℃,3-4级,北风,晴,-7℃,2017-02-01,201702
32,1,109.0,轻度污染,3.0,5℃,1-2级,南风,晴,-5℃,2017-02-02,201702
33,2,188.0,中度污染,4.0,6℃,微风,无持续风向,晴~多云,-3℃,2017-02-03,201702
34,3,303.0,严重污染,6.0,9℃,1-2级,北风,晴,-2℃,2017-02-04,201702
35,4,28.0,优,1.0,8℃,1-2级,北风,晴,-4℃,2017-02-05,201702
36,5,29.0,优,1.0,4℃,1-2级,南风,多云~阴,-5℃,2017-02-06,201702
37,6,99.0,良,2.0,1℃,1-2级,南风,小雪~阴,-4℃,2017-02-07,201702
38,7,64.0,良,2.0,4℃,4-5级,北风,多云~晴,-7℃,2017-02-08,201702
39,8,28.0,优,1.0,3℃,4-5级,北风,晴,-5℃,2017-02-09,201702
40,9,30.0,优,1.0,4℃,4-5级,北风,晴,-6℃,2017-02-10,201702
41,10,54.0,良,2.0,7℃,1-2级,南风,晴,-5℃,2017-02-11,201702
42,11,138.0,轻度污染,3.0,9℃,1-2级,南风,晴,-3℃,2017-02-12,201702
43,12,112.0,轻度污染,3.0,10℃,1-2级,南风,晴,-4℃,2017-02-13,201702
44,13,221.0,重度污染,5.0,8℃,1-2级,南风,晴,-3℃,2017-02-14,201702
45,14,282.0,重度污染,5.0,8℃,1-2级,南风,多云~阴,1℃,2017-02-15,201702
46,15,154.0,中度污染,4.0,7℃,4-5级,北风,多云,-4℃,2017-02-16,201702
47,16,38.0,优,1.0,5℃,1-2级,南风,晴,-4℃,2017-02-17,201702
48,17,109.0,轻度污染,3.0,8℃,1-2级,南风,多云~阴,-1℃,2017-02-18,201702
49,18,155.0,中度污染,4.0,15℃,4-5级,北风,多云~晴,-2℃,2017-02-19,201702
50,19,33.0,优,1.0,6℃,3-4级,北风,多云~阴,-2℃,2017-02-20,201702
51,20,82.0,良,2.0,1℃,1-2级,南风,小雪,-3℃,2017-02-21,201702
52,21,109.0,轻度污染,3.0,9℃,3-4级,北风,阴~晴,-3℃,2017-02-22,201702
53,22,32.0,优,1.0,7℃,1-2级,南风,晴,-4℃,2017-02-23,201702
54,23,45.0,优,1.0,12℃,1-2级,北风,晴,-2℃,2017-02-24,201702
55,24,29.0,优,1.0,12℃,微风,无持续风向,多云,-1℃,2017-02-25,201702
56,25,44.0,优,1.0,13℃,微风,无持续风向,晴,-2℃,2017-02-26,201702
57,26,90.0,良,2.0,14℃,1-2级,南风,晴,2℃,2017-02-27,201702
58,27,37.0,优,1.0,15℃,1-2级,北风,多云~阴,2℃,2017-02-28,201702
59,0,39.0,优,1.0,8℃,4-5级,北风,晴,-3℃,2017-03-01,201703
60,1,59.0,良,2.0,13℃,3-4级,南风,晴,-2℃,2017-03-02,201703
61,2,114.0,轻度污染,3.0,13℃,微风,无持续风向,晴,-2℃,2017-03-03,201703
62,3,109.0,轻度污染,3.0,13℃,1-2级,南风,多云,0℃,2017-03-04,201703
63,4,46.0,优,1.0,11℃,4-5级,北风,晴,-2℃,2017-03-05,201703
64,5,42.0,优,1.0,9℃,4-5级,北风,多云~晴,-3℃,2017-03-06,201703
65,6,29.0,优,1.0,9℃,3-4级,北风,晴,-1℃,2017-03-07,201703
66,7,33.0,优,1.0,13℃,3-4级,北风,晴,2℃,2017-03-08,201703
67,8,35.0,优,1.0,15℃,1-2级,南风,晴,2℃,2017-03-09,201703
68,9,53.0,良,2.0,16℃,1-2级,南风,多云~阴,4℃,2017-03-10,201703
69,10,78.0,良,2.0,20℃,1-2级,南风,阴~晴,4℃,2017-03-11,201703
70,11,34.0,优,1.0,13℃,4-5级,北风,晴,1℃,2017-03-12,201703
71,12,32.0,优,1.0,14℃,1-2级,南风,晴,2℃,2017-03-13,201703
72,13,40.0,优,1.0,15℃,1-2级,南风,晴~多云,3℃,2017-03-14,201703
73,14,86.0,良,2.0,16℃,1-2级,南风,多云~晴,3℃,2017-03-15,201703
74,15,151.0,中度污染,4.0,17℃,1-2级,南风,多云,6℃,2017-03-16,201703
75,16,156.0,中度污染,4.0,17℃,1-2级,南风,阴~多云,5℃,2017-03-17,201703
76,17,183.0,中度污染,4.0,20℃,1-2级,北风,晴,5℃,2017-03-18,201703
77,18,273.0,重度污染,5.0,19℃,1-2级,东南风,多云~阴,7℃,2017-03-19,201703
78,19,192.0,中度污染,4.0,12℃,1-2级,东风,小雨~阴,6℃,2017-03-20,201703
79,20,110.0,轻度污染,3.0,15℃,1-2级,南风,多云,4℃,2017-03-21,201703
80,21,172.0,中度污染,4.0,15℃,1-2级,东风,阴~小雨,7℃,2017-03-22,201703
81,22,167.0,中度污染,4.0,8℃,1-2级,东风,小雨,2℃,2017-03-23,201703
82,23,85.0,良,2.0,6℃,1-2级,南风,雨夹雪~阴,0℃,2017-03-24,201703
83,24,55.0,良,2.0,13℃,1-2级,南风,多云,4℃,2017-03-25,201703
84,25,31.0,优,1.0,15℃,3-4级,北风,多云~晴,4℃,2017-03-26,201703
85,26,34.0,优,1.0,15℃,1-2级,南风,晴~多云,5℃,2017-03-27,201703
86,27,80.0,良,2.0,16℃,1-2级,南风,多云~晴,4℃,2017-03-28,201703
87,28,146.0,轻度污染,3.0,20℃,1-2级,西南风,晴~多云,7℃,2017-03-29,201703
88,29,123.0,轻度污染,3.0,15℃,1-2级,南风,多云,5℃,2017-03-30,201703
89,30,44.0,优,1.0,17℃,1-2级,西南风,晴,5℃,2017-03-31,201703
90,0,60.0,良,2.0,22℃,1-2级,南风,多云,5℃,2017-04-01,201704
91,1,92.0,良,2.0,23℃,微风,无持续风向,多云~晴,6℃,2017-04-02,201704
92,2,158.0,中度污染,4.0,25℃,1-2级,南风,多云~阴,12℃,2017-04-03,201704
93,3,176.0,中度污染,4.0,20℃,3-4级,南风,阴~小雨,12℃,2017-04-04,201704
94,4,83.0,良,2.0,19℃,1-2级,南风,阴~多云,9℃,2017-04-05,201704
95,5,124.0,轻度污染,3.0,25℃,1-2级,南风,多云~阴,10℃,2017-04-06,201704
96,6,106.0,轻度污染,3.0,20℃,1-2级,南风,阴,14℃,2017-04-07,201704
97,7,118.0,轻度污染,3.0,18℃,3-4级,南风,阴~晴,7℃,2017-04-08,201704
98,8,93.0,良,2.0,19℃,1-2级,东南风,多云,8℃,2017-04-09,201704
99,9,91.0,良,2.0,19℃,3-4级,南风,多云,10℃,2017-04-10,201704
100,10,64.0,良,2.0,22℃,3-4级,北风,晴,7℃,2017-04-11,201704
101,11,66.0,良,2.0,25℃,1-2级,南风,晴~多云,9℃,2017-04-12,201704
102,12,93.0,良,2.0,21℃,1-2级,南风,阴,8℃,2017-04-13,201704
103,13,97.0,良,2.0,26℃,1-2级,南风,多云,11℃,2017-04-14,201704
104,14,70.0,良,2.0,29℃,1-2级,南风,晴~多云,14℃,2017-04-15,201704
105,15,130.0,轻度污染,3.0,27℃,3-4级,南风,阴,14℃,2017-04-16,201704
106,16,191.0,中度污染,4.0,27℃,3-4级,北风,多云,12℃,2017-04-17,201704
107,17,63.0,良,2.0,23℃,4-5级,北风,晴~阴,11℃,2017-04-18,201704
108,18,81.0,良,2.0,20℃,1-2级,西北风,阴~多云,11℃,2017-04-19,201704
109,19,75.0,良,2.0,22℃,1-2级,北风,多云,11℃,2017-04-20,201704
110,20,52.0,良,2.0,22℃,1-2级,南风,多云~晴,9℃,2017-04-21,201704
111,21,83.0,良,2.0,27℃,3-4级,南风,多云,13℃,2017-04-22,201704
112,22,60.0,良,2.0,24℃,1-2级,南风,多云,11℃,2017-04-23,201704
113,23,69.0,良,2.0,23℃,3-4级,北风,多云,11℃,2017-04-24,201704
114,24,36.0,优,1.0,19℃,1-2级,南风,多云~晴,8℃,2017-04-25,201704
115,25,41.0,优,1.0,24℃,3-4级,北风,晴,11℃,2017-04-26,201704
116,26,45.0,优,1.0,28℃,4-5级,北风,晴,13℃,2017-04-27,201704
117,27,56.0,良,2.0,30℃,3-4级,北风,晴,14℃,2017-04-28,201704
118,28,76.0,良,2.0,33℃,3-4级,南风,多云,17℃,2017-04-29,201704
119,29,108.0,轻度污染,3.0,29℃,1-2级,南风,晴~多云,13℃,2017-04-30,201704
120,0,87.0,良,2.0,26℃,1-2级,南风,多云,14℃,2017-05-01,201705
121,1,94.0,良,2.0,29℃,3-4级,南风,多云,17℃,2017-05-02,201705
122,2,108.0,轻度污染,3.0,28℃,3-4级,南风,阴,16℃,2017-05-03,201705
123,3,396.0,严重污染,6.0,27℃,3-4级,北风,多云~晴,14℃,2017-05-04,201705
124,4,273.0,重度污染,5.0,21℃,4-5级,北风,扬沙~晴,11℃,2017-05-05,201705
125,5,72.0,良,2.0,29℃,3-4级,北风,晴,12℃,2017-05-06,201705
126,6,62.0,良,2.0,30℃,3-4级,南风,晴~多云,15℃,2017-05-07,201705
127,7,86.0,良,2.0,31℃,3-4级,南风,多云,16℃,2017-05-08,201705
128,8,82.0,良,2.0,29℃,3-4级,南风,晴~阵雨,15℃,2017-05-09,201705
129,9,63.0,良,2.0,29℃,3-4级,南风,晴,15℃,2017-05-10,201705
130,10,90.0,良,2.0,31℃,5-6级,北风,晴~多云,13℃,2017-05-11,201705
131,11,111.0,轻度污染,3.0,29℃,3-4级,西南风,晴~多云,15℃,2017-05-12,201705
132,12,59.0,良,2.0,28℃,4-5级,西北风,多云,15℃,2017-05-13,201705
133,13,41.0,优,1.0,27℃,3-4级,北风,多云,14℃,2017-05-14,201705
134,14,49.0,优,1.0,28℃,1-2级,南风,多云,15℃,2017-05-15,201705
135,15,76.0,良,2.0,32℃,3-4级,南风,多云~晴,17℃,2017-05-16,201705
136,16,102.0,轻度污染,3.0,34℃,1-2级,南风,晴,19℃,2017-05-17,201705
137,17,123.0,轻度污染,3.0,35℃,3-4级,南风,晴,21℃,2017-05-18,201705
138,18,129.0,轻度污染,3.0,36℃,3-4级,西南风,晴,22℃,2017-05-19,201705
139,19,102.0,轻度污染,3.0,34℃,3-4级,南风,晴~多云,20℃,2017-05-20,201705
140,20,86.0,良,2.0,31℃,3-4级,南风,阴~阵雨,18℃,2017-05-21,201705
141,21,57.0,良,2.0,21℃,3-4级,北风,小到中雨~阴,16℃,2017-05-22,201705
142,22,40.0,优,1.0,28℃,1-2级,南风,晴,14℃,2017-05-23,201705
143,23,50.0,优,1.0,33℃,3-4级,西南风,多云~晴,17℃,2017-05-24,201705
144,24,66.0,良,2.0,30℃,3-4级,南风,晴,16℃,2017-05-25,201705
145,25,80.0,良,2.0,31℃,1-2级,南风,晴,17℃,2017-05-26,201705
146,26,98.0,良,2.0,34℃,1-2级,南风,晴,21℃,2017-05-27,201705
147,27,136.0,轻度污染,3.0,36℃,3-4级,北风,多云~阴,22℃,2017-05-28,201705
148,28,70.0,良,2.0,27℃,1-2级,东风,阴~阵雨,18℃,2017-05-29,201705
149,29,65.0,良,2.0,26℃,3-4级,南风,阵雨~晴,16℃,2017-05-30,201705
150,30,106.0,轻度污染,3.0,33℃,1-2级,南风,阴~多云,19℃,2017-05-31,201705
151,0,63.0,良,2.0,30℃,1-2级,南风,晴~阴,17℃,2017-06-01,201706
152,1,58.0,良,2.0,25℃,1-2级,东风,阵雨~多云,13℃,2017-06-02,201706
153,2,54.0,良,2.0,28℃,1-2级,南风,晴,16℃,2017-06-03,201706
154,3,83.0,良,2.0,31℃,3-4级,西南风,多云,19℃,2017-06-04,201706
155,4,98.0,良,2.0,28℃,3-4级,西南风,阴~小雨,15℃,2017-06-05,201706
156,5,56.0,良,2.0,20℃,1-2级,南风,小雨~晴,14℃,2017-06-06,201706
157,6,72.0,良,2.0,31℃,1-2级,南风,晴~多云,18℃,2017-06-07,201706
158,7,51.0,良,2.0,34℃,1-2级,南风,多云~晴,20℃,2017-06-08,201706
159,8,78.0,良,2.0,37℃,3-4级,南风,晴~多云,21℃,2017-06-09,201706
160,9,62.0,良,2.0,30℃,1-2级,东风,阴~多云,17℃,2017-06-10,201706
161,10,72.0,良,2.0,31℃,1-2级,南风,阴~多云,18℃,2017-06-11,201706
162,11,66.0,良,2.0,27℃,1-2级,南风,阴,18℃,2017-06-12,201706
163,12,62.0,良,2.0,29℃,1-2级,南风,多云~晴,17℃,2017-06-13,201706
164,13,69.0,良,2.0,35℃,3-4级,西南风,晴,21℃,2017-06-14,201706
165,14,82.0,良,2.0,38℃,1-2级,南风,晴,24℃,2017-06-15,201706
166,15,100.0,良,2.0,36℃,3-4级,南风,多云~阴,24℃,2017-06-16,201706
167,16,118.0,轻度污染,3.0,35℃,3-4级,南风,阵雨~多云,25℃,2017-06-17,201706
168,17,114.0,轻度污染,3.0,34℃,3-4级,南风,阴~雷阵雨,23℃,2017-06-18,201706
169,18,74.0,良,2.0,31℃,1-2级,南风,雷阵雨~阴,21℃,2017-06-19,201706
170,19,77.0,良,2.0,34℃,1-2级,南风,多云~阴,22℃,2017-06-20,201706
171,20,85.0,良,2.0,32℃,1-2级,南风,阵雨~小到中雨,22℃,2017-06-21,201706
172,21,48.0,优,1.0,23℃,3-4级,南风,大雨,20℃,2017-06-22,201706
173,22,36.0,优,1.0,24℃,1-2级,东风,雷阵雨,19℃,2017-06-23,201706
174,23,35.0,优,1.0,25℃,3-4级,北风,阵雨~阴,18℃,2017-06-24,201706
175,24,54.0,良,2.0,30℃,1-2级,南风,多云,20℃,2017-06-25,201706
176,25,56.0,良,2.0,33℃,1-2级,南风,多云~晴,21℃,2017-06-26,201706
177,26,112.0,轻度污染,3.0,34℃,1-2级,南风,多云~晴,22℃,2017-06-27,201706
178,27,120.0,轻度污染,3.0,34℃,1-2级,南风,多云,23℃,2017-06-28,201706
179,28,103.0,轻度污染,3.0,35℃,1-2级,南风,雷阵雨~多云,24℃,2017-06-29,201706
180,29,108.0,轻度污染,3.0,35℃,1-2级,南风,多云,25℃,2017-06-30,201706
181,0,122.0,轻度污染,3.0,35℃,1-2级,南风,多云,25℃,2017-07-01,201707
182,1,139.0,轻度污染,3.0,35℃,1-2级,南风,多云~晴,24℃,2017-07-02,201707
183,2,83.0,良,2.0,35℃,1-2级,南风,多云~雷阵雨,24℃,2017-07-03,201707
184,3,70.0,良,2.0,31℃,1-2级,南风,雷阵雨,23℃,2017-07-04,201707
185,4,111.0,轻度污染,3.0,30℃,1-2级,南风,多云~雷阵雨,23℃,2017-07-05,201707
186,5,95.0,良,2.0,25℃,1-2级,东风,大雨,23℃,2017-07-06,201707
187,6,54.0,良,2.0,32℃,1-2级,南风,阴~多云,23℃,2017-07-07,201707
188,7,64.0,良,2.0,34℃,1-2级,南风,多云~雷阵雨,25℃,2017-07-08,201707
189,8,114.0,轻度污染,3.0,34℃,1-2级,南风,多云,23℃,2017-07-09,201707
190,9,64.0,良,2.0,36℃,1-2级,西南风,多云,19℃,2017-07-10,201707
191,10,95.0,良,2.0,36℃,1-2级,南风,多云,26℃,2017-07-11,201707
192,11,118.0,轻度污染,3.0,36℃,1-2级,南风,多云,27℃,2017-07-12,201707
193,12,94.0,良,2.0,36℃,1-2级,南风,多云~雷阵雨,25℃,2017-07-13,201707
194,13,60.0,良,2.0,32℃,1-2级,东风,雷阵雨~阴,24℃,2017-07-14,201707
195,14,55.0,良,2.0,33℃,1-2级,东风,阴,25℃,2017-07-15,201707
196,15,95.0,良,2.0,34℃,1-2级,南风,多云~晴,25℃,2017-07-16,201707
197,16,76.0,良,2.0,34℃,1-2级,南风,晴~多云,25℃,2017-07-17,201707
198,17,88.0,良,2.0,33℃,1-2级,南风,阵雨,25℃,2017-07-18,201707
199,18,98.0,良,2.0,31℃,1-2级,南风,阴~多云,25℃,2017-07-19,201707
200,19,123.0,轻度污染,3.0,33℃,1-2级,南风,雷阵雨~中到大雨,25℃,2017-07-20,201707
201,20,44.0,优,1.0,27℃,1-2级,东风,小雨~阵雨,23℃,2017-07-21,201707
202,21,37.0,优,1.0,28℃,1-2级,南风,阴,24℃,2017-07-22,201707
203,22,59.0,良,2.0,28℃,1-2级,南风,阵雨,24℃,2017-07-23,201707
204,23,63.0,良,2.0,29℃,1-2级,北风,阵雨,23℃,2017-07-24,201707
205,24,52.0,良,2.0,29℃,1-2级,南风,阵雨~阴,22℃,2017-07-25,201707
206,25,39.0,优,1.0,24℃,1-2级,北风,中雨~阵雨,20℃,2017-07-26,201707
207,26,58.0,良,2.0,28℃,1-2级,南风,阴~多云,23℃,2017-07-27,201707
208,27,52.0,良,2.0,30℃,1-2级,南风,多云~阴,22℃,2017-07-28,201707
209,28,56.0,良,2.0,30℃,1-2级,南风,多云,22℃,2017-07-29,201707
210,29,70.0,良,2.0,31℃,1-2级,南风,多云~晴,21℃,2017-07-30,201707
211,30,110.0,轻度污染,3.0,31℃,1-2级,南风,晴~多云,23℃,2017-07-31,201707
212,0,94.0,良,2.0,30℃,1-2级,南风,阴~雷阵雨,24℃,2017-08-01,201708
213,1,52.0,良,2.0,28℃,1-2级,东风,中雨~小到中雨,24℃,2017-08-02,201708
214,2,38.0,优,1.0,33℃,1-2级,南风,阴~晴,24℃,2017-08-03,201708
215,3,55.0,良,2.0,36℃,1-2级,南风,晴~多云,25℃,2017-08-04,201708
216,4,63.0,良,2.0,32℃,1-2级,北风,雷阵雨,23℃,2017-08-05,201708
217,5,42.0,优,1.0,34℃,1-2级,南风,多云~晴,24℃,2017-08-06,201708
218,6,40.0,优,1.0,35℃,1-2级,南风,多云~晴,24℃,2017-08-07,201708
219,7,74.0,良,2.0,33℃,1-2级,东风,阴~雷阵雨,22℃,2017-08-08,201708
220,8,44.0,优,1.0,30℃,1-2级,南风,雷阵雨~晴,23℃,2017-08-09,201708
221,9,85.0,良,2.0,32℃,1-2级,南风,多云,24℃,2017-08-10,201708
222,10,122.0,轻度污染,3.0,33℃,3-4级,东北风,雷阵雨~中雨,23℃,2017-08-11,201708
223,11,45.0,优,1.0,31℃,1-2级,东风,雷阵雨,22℃,2017-08-12,201708
224,12,60.0,良,2.0,29℃,1-2级,南风,雷阵雨,23℃,2017-08-13,201708
225,13,46.0,优,1.0,30℃,1-2级,东南风,多云,23℃,2017-08-14,201708
